Report generated 27 January 2026 02:19:27 PM

"Information on the Medicine Shortage Reports Database"
"The TGA publishes information about medicines in Australia that are in shortage, may shortly become subject to shortage or have been discontinued from supply. This information is based on details provided to the TGA by sponsors and is published on the TGA’s Medicine Shortage Reports Database."
"More information about medicine shortages is available at https://www.tga.gov.au/hubs/medicine-shortages."
""
"About the release of this information"
"While reasonable care is taken to ensure that the information is an accurate record of medicine shortages or discontinuations of supply that responsible entities have reported to the TGA, the TGA does not guarantee or warrant the accuracy, reliability, completeness or currency of the information (particularly as the Medicine Shortage Reports Database is subject to frequent updates because of the mandatory reporting requirements) or its usefulness in achieving any purpose."
"To the fullest extent permitted by law, including but not limited to section 61A of the Therapeutic Goods Act 1989, the TGA will not be liable for any loss, damage, cost or expense incurred in or arising by reason of any person relying on this information."

"ARTG ID","ARTG name","Active ingredients","Dosage form","Quantity of active ingredients","Sponsor","Phone","Shortage status","Supply impact start date","Supply impact end date","Deletion from market","Shortage impact rating","Availability","Reason","Management action","Last updated"
"296743","SOLIFENACIN LUPIN solifenacin succinate 5 mg film-coated tablets blister pack","solifenacin succinate","Tablet, film coated","5 mg","Generic Health Pty Ltd","03 9809 7900","Current","1/11/2023","30/03/2026",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","22/12/2025"
"296750","LACOSAMIDE ARX lacosamide 50 mg film-coated tablets blister pack","lacosamide","Tablet, film coated","50 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Anticipated","20/03/2026","15/05/2026",,"Low","Available","Manufacturing","Alternative brands are available.","22/01/2026"
"296756","LACOSAMIDE Lupin  lacosamide 100 mg film-coated tablets blister pack","lacosamide","Tablet, film coated","100 mg","Generic Health Pty Ltd","0398097900","Resolved","3/11/2025","4/12/2025",,"Low","Available","Manufacturing","","16/12/2025"
"296760","LACOSAMIDE ARX lacosamide 150 mg film-coated tablets blister pack","lacosamide","Tablet, film coated","150 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Anticipated","24/04/2026","15/05/2026",,"Low","Available","Manufacturing","Alternative generic products are available.","12/12/2025"
"296762","LACOSAMIDE Lupin lacosamide 50 mg film-coated tablets blister pack","lacosamide","Tablet, film coated","50 mg","Generic Health Pty Ltd","0398097900","Resolved","3/11/2025","9/12/2025",,"Low","Available","Manufacturing","","15/12/2025"
"296768","LACOSAMIDE Lupin  lacosamide 150 mg film-coated tablets blister pack","lacosamide","Tablet, film coated","150 mg","Generic Health Pty Ltd","0398097900","Resolved","14/08/2025","9/12/2025",,"Low","Available","Manufacturing","","15/12/2025"
"296881","KANJINTI trastuzumab 150 mg powder for injection vial","Trastuzumab","Injection, powder for","156 mg","Amgen Australia Pty Ltd","1800 803 638","Discontinued",,,"1/01/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative brands are available.","10/10/2025"
"298940","AMBRISENTAN VIATRIS ambrisentan 5 mg film-coated tablet blister pack","ambrisentan","Tablet, film coated","5 mg","Alphapharm Pty Ltd","1800274276","Resolved","31/10/2025","9/01/2026",,"Low","Available","Manufacturing","","12/01/2026"
"298941","AMBRISENTAN VIATRIS ambrisentan 10 mg film-coated tablet blister pack","ambrisentan","Tablet, film coated","10 mg","Alphapharm Pty Ltd","1800274276","Resolved","14/11/2025","9/01/2026",,"Low","Available","Manufacturing","","12/01/2026"
"299040","AZACITIDINE-TEVA azacitidine 100 mg powder for injection vial","azacitidine","Injection, powder for","100 mg","Teva Pharma Australia Pty Ltd","1800 288 382","Discontinued",,,"31/05/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available","24/10/2024"
"299572","RIXADONE risperidone 1 mg/mL oral liquid solution bottle","risperidone","Oral Liquid, solution","1 mg/mL","Boucher & Muir Pty Ltd","1800 627 680","Current","17/07/2025","30/06/2026",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","17/12/2025"
"301129","NERLYNX neratinib (as maleate) 40 mg film coated tablets","neratinib maleate","Tablet, film coated","48.31 mg","Specialised Therapeutics PM Pty Ltd","1300798820","Discontinued",,,"30/07/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","","30/07/2025"
"301375","FEMIN mefenamic acid 250 mg capsule bottle","mefenamic acid","Capsule, hard","250 mg","Luminarie Pty Ltd","0458254364","Current","28/02/2025","24/04/2026",,"Medium","Unavailable","Manufacturing","Alternative generic products are available.","3/10/2025"
"301982","PHARMACOR DABIGATRAN dabigatran etexilate (as mesilate) 150 mg capsule blister pack","dabigatran etexilate mesilate","Capsule, hard","172.95 mg","Pharmacor Pty Ltd","1300138805","Current","1/09/2025","15/02/2026",,"Low","Unavailable","Manufacturing","Alternative generic brands are available.","9/01/2026"
"303520","TERIFLUNOMIDE GH teriflunomide 14 mg film-coated tablet blister pack","teriflunomide","Tablet, film coated","14 mg","Generic Health Pty Ltd","03 9809 7900","Current","10/04/2025","25/01/2026",,"Low","Limited Availability","Manufacturing","Alternative brands are available.","22/12/2025"
"303521","TERIFLAGIO teriflunomide 14 mg film-coated tablets blister pack","teriflunomide","Tablet, film coated","14 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","20/12/2024","27/03/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","7/10/2025"
"303522","PHARMACOR TERIFLUNOMIDE teriflunomide 14 mg film-coated tablets blister pack","teriflunomide","Tablet, film coated","14 mg","Pharmacor Pty Ltd","1300138805","Current","1/09/2025","1/03/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","14/01/2026"
"304049","TRAZIMERA trastuzumab 60 mg powder for injection vial","Trastuzumab","Injection, powder for","60 mg","Pfizer Australia Pty Ltd","1800 675 229","Current","11/08/2023","31/07/2026",,"Low","Unavailable","Manufacturing","An alternative brand is available.","30/07/2025"
"304050","TRAZIMERA trastuzumab 150 mg powder for injection vial","Trastuzumab","Injection, powder for","150 mg","Pfizer Australia Pty Ltd","1800 675 229","Current","11/08/2023","31/07/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","30/07/2025"
"304251","APO-RISPERIDONE risperidone 1mg tablet blister pack","risperidone","Tablet, film coated","1 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Anticipated","3/04/2026","15/05/2026",,"Low","Available","Manufacturing","","27/11/2025"
"304252","APO-RISPERIDONE risperidone 2mg tablet blister pack","risperidone","Tablet, film coated","2 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","18/12/2025","17/04/2026",,"Low","Limited Availability","Manufacturing","Alternative generic products are available.","19/12/2025"
"304306","APO-LORAZEPAM lorazepam 1 mg tablet blister pack","lorazepam","Tablet","1 mg","Southern Cross Pharma Pty Ltd","03 9809 7900","Resolved","11/12/2025","18/12/2025",,"Low","Available","Unexpected increase in demand due to other sponsors unable to supply","","19/12/2025"
"304898","APO-Latanoprost/Timolol 0.05/5 Eye drops latanoprost 50 ug/mL and timolol (as maleate) 5 mg/mL bottle","latanoprost~timolol maleate","Eye Drops, solution",".05 mg/mL~6.83 mg/mL","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","11/12/2025","20/02/2026",,"Low","Unavailable","Manufacturing","The sponsor is working to expedite the next shipment. Alternative generic products are available.","2/01/2026"
"305254","ZEJULA niraparib (as tosilate monohydrate) 100 mg capsule blister pack","niraparib tosilate monohydrate","Capsule, hard","159.4 mg","GlaxoSmithKline Australia Pty Ltd","1800033109","Discontinued",,,"31/01/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Other generic by same sponsor is available. ZEJULA niraparib (as tosilate monohydrate) 100 mg film-coated tablet blister pack ARTG 395406","1/07/2024"
"306886","APX-GABAPENTIN gabapentin 600 mg tablet blister pack","gabapentin","Tablet, film coated","600 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","11/12/2025","11/12/2025",,"Low","Available","Manufacturing","","11/12/2025"
"306963","Ezetast 10/10 ezetimibe and atorvastatin (as calcium trihydrate) 10 mg/10 mg tablets blister pack","atorvastatin calcium trihydrate~ezetimibe","Tablet, film coated","10.341 mg~10 mg","Lupin Australia Pty Limited","03 9809 7900","Current","8/11/2024","25/06/2026",,"Medium","Unavailable","Manufacturing","Patients are advised to consult their healthcare professional to discuss alternative treatment options.","23/07/2025"
"308086","APO-PREGABALIN pregabalin 300 mg capsule blister","pregabalin","Capsule, hard","300 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","13/11/2025","13/11/2025",,"Low","Available","Manufacturing","","14/11/2025"
"308324","OZEMPIC 0.25/0.5 mg semaglutide (rys) 1.34 mg/mL solution for injection pre-filled pen","Semaglutide","Injection, solution","1.34 mg/mL","Novo Nordisk Pharmaceuticals Pty Ltd","1800668626","Discontinued",,,"31/12/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","This product has been replaced by ARTG 446290 - OZEMPIC 0.25 mg/0.5mg semaglutide (rys) 0.68 mg/mL solution for injection in 3mL pre-filled pen. 

Both presentations have been a-flagged, making them interchangeable on the PBS.
The PBS Supply Only listing for the 1.5 mL Ozempic 0.25 mg/0.5 mg pre-filled pen has been extended to 1 June 2026. This means the 1.5 mL presentation remains available for dispensing but not for prescribing.

An updated TGA web statement about Ozempic supply is available at: https://www.tga.gov.au/safety/shortages/information-about-major-medicine-shortages/ozempic-semaglutide-supply-information","2/01/2026"
"308808","METARAMINOL TORBAY metaraminol (as tartrate) 10 mg/1 mL injection ampoule","metaraminol tartrate","Injection, solution","19 mg","Clinect Pty Ltd","1800899005","Resolved","15/10/2025","25/11/2025",,"Medium","Available","Unexpected increase in demand due to other sponsors unable to supply","","26/11/2025"
"308999","DEPTRAN 10 doxepin 10mg (as hydrochloride) capsule blister pack","doxepin hydrochloride","Capsule, hard","11.3 mg","Alphapharm Pty Ltd","1800274276","Current","20/11/2025","13/02/2026",,"Medium","Unavailable","Manufacturing","The sponsor is closely controlling the supply.","22/01/2026"
"309012","APO-DIMETHYL FUMARATE dimethyl fumarate 240 mg enteric coated capsule blister pack","dimethyl fumarate","Capsule, enteric","240 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","29/12/2025","29/12/2025",,"Low","Available","Manufacturing","","2/01/2026"
"309184","VASODRINE midodrine hydrochloride 5 mg immediate release tablet blister pack","midodrine hydrochloride","Tablet","5 mg","Southern XP IP Pty Ltd","03 7067 8510","Current","25/06/2025","16/03/2026",,"Medium","Unavailable","Manufacturing","An overseas-registered product has been approved for supply under Section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","5/11/2025"
"309249","ARX-LETROZOLE letrozole 2.5 mg film-coated tablet blister pack","letrozole","Tablet, film coated","2.5 mg","Cipla Australia Pty Ltd","0396964413","Resolved","18/09/2025","21/11/2025",,"Low","Available","Manufacturing","","27/11/2025"
"309382","APREPITANT ARX aprepitant 165 mg capsule blister pack","aprepitant","Capsule","165 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Anticipated","20/02/2026","17/07/2026",,"Low","Available","Manufacturing","Sponsor is working to expedite the next shipment.","21/01/2026"
"309521","LIDOCAINE ACCORD 2% lidocaine hydrochloride 400 mg/20 mL injection vial","lidocaine hydrochloride","Injection, solution","400 mg","Accord Healthcare Pty Ltd","1800 222 673","Discontinued",,,"24/06/2025","Low","Unavailable","Manufacturing","Alternative generic products are available.","26/06/2025"
"310220","APREPITANT LUPIN aprepitant 165 mg capsule blister pack","aprepitant","Capsule, hard","165 mg","Southern Cross Pharma Pty Ltd","03 9809 7900","Anticipated","31/01/2026","15/05/2026",,"Medium","Available","Manufacturing","Sponsor is working to expedite the next shipment.","22/01/2026"
"310498","MAYZENT siponimod 0.25 mg film coated tablet blister pack","siponimod hemifumarate","Tablet, film coated",".278 mg","Novartis Pharmaceuticals Australia Pty Ltd","1800 635 202","Discontinued",,,"1/05/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative strengths are available. The sponsor is replacing this product with an alternative product - MAYZENT siponimod 1 mg film coated tablet blister pack (AUST R 395451)","15/09/2024"
"310761","TOPOTECAN ACCORD topotecan (as hydrochloride) 4 mg/4 mL concentrated injection vial","topotecan hydrochloride","Injection, concentrated","4.346 mg","Accord Healthcare Pty Ltd","1800 222 673","Current","26/08/2025","28/02/2026",,"Critical","Limited Availability","Unexpected increase in consumer demand","The sponsor is working to expedite the next shipment. An overseas-registered product has been approved for supply under Section 19A. See the website and search for the active ingredient: www.tga.gov.au/resources/section-19a-approvals","6/01/2026"
"310904","METARAMINOL MYX metaraminol (as tartrate) 10 mg/1 mL solution for injection ampoule","metaraminol tartrate","Injection, solution","19 mg","Mayne Pharma International Pty Ltd","1300 739 436","Resolved","21/08/2025","19/12/2025",,"Low","Available","Manufacturing","","22/12/2025"
"311723","NEBIVOLOL SANDOZ nebivolol (as hydrochloride) 1.25 mg immediate release tablet blister pack","nebivolol hydrochloride","Tablet","1.363 mg","Southern Cross Pharma Pty Ltd","03 9809 7900","Discontinued",,,"31/08/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative brands are available.","14/10/2025"
"312004","APO-OLMESARTAN/AMLODIPINE/HCTZ 40/10/12.5 olmesartan medoxomil/amlodipine/hydrochlorothiazide 40/10/12.5 mg film-coated tablet blister pack","amlodipine besilate~olmesartan medoxomil~hydrochlorothiazide","Tablet, film coated","13.9 mg~40 mg~12.5 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","23/10/2025","4/12/2025",,"Low","Available","Manufacturing","","5/12/2025"
"312887","TALMINEX oseltamivir (as phosphate) 75 mg capsule blister pack","oseltamivir phosphate","Capsule, hard","98.5 mg","Accelagen Pty Ltd","0391142270","Current","19/01/2026","30/01/2026",,"Low","Unavailable","Unexpected increase in consumer demand","Alternative brands are available.","21/01/2026"
"313833","CREON 35,000  pancreatic extract 420 mg capsule bottle","Pancreatic extract","Capsule","420 mg","Viatris Pty Ltd","1800274276","Current","21/08/2025","30/06/2026",,"Critical","Limited Availability","Unexpected increase in consumer demand","The sponsor continues to receive regular supply and is distributing supply carefully to equitably meet local demand. It is advised that patients continue to collect their prescription within their usual time frame and not to hold additional stock of the product. An updated TGA web statement is available at https://www.tga.gov.au/safety/shortages/information-about-major-medicine-shortages/about-shortage-creon-pancreatic-extract-capsules","15/12/2025"
"314201","PRASUGREL LUPIN prasugrel 5 mg film-coated tablet blister pack","prasugrel","Tablet, film coated","5 mg","Southern Cross Pharma Pty Ltd","03 9809 7900","Resolved","28/10/2025","2/12/2025",,"Low","Available","Commercial Changes / Commercial viability","Sponsor is closely controlling the supply.","9/12/2025"
"315391","DAPTOMYCIN ACCORD daptomycin 350 mg powder for injection vial","daptomycin","Injection, powder for","350 mg","Accord Healthcare Pty Ltd","1800 222 673","Discontinued",,,"19/02/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","26/02/2025"
"316360","GENRX TAMOXIFEN tamoxifen (as citrate) 20 mg tablet blister pack","tamoxifen citrate","Tablet","30.34 mg","Southern Cross Pharma Pty Ltd","03 9809 7900","Anticipated","20/03/2026","24/04/2026",,"Low","Available","Manufacturing","Sponsor is working to expedite the next shipment. Alternative brands are available.","26/11/2025"
"318077","Sunitinib Sandoz sunitinib 12.5 mg capsule blister","sunitinib","Capsule","12.5 mg","Sandoz Pty Ltd","1800726369","Current","11/12/2025","16/03/2026",,"Low","Unavailable","Manufacturing","Sponsor is working to expedite the next shipment. An alternative brand is available.","22/12/2025"
"318688","AGOMELATINE LUPIN agomelatine (as agomelatine-citric acid) 25 mg film-coated tablet blister pack","agomelatinecitric acid","Tablet, film coated","44.739 mg","Southern Cross Pharma Pty Ltd","0398097900","Current","9/01/2026","5/02/2026",,"Low","Limited Availability","Transport / Logistic issues / Storage capacity issues","Alternative brands are available.","15/01/2026"
